"Biomarker" "Estimate" "lower95" "upper95" "Pvalue" "UKB.Field.ID" "Description" "group_name" "Phenotype" "Analysis_type" "Design" "Origin" "marker_and_origin" "origin_and_analysis_type" "fill"
"2531" "L_HDL_P" 0.996203228012993 0.858077484114382 1.15656323569401 0.960160534530408 23558 "Concentration of Large HDL Particles" "Large HDL (average diameter 12.1 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_HDL_P_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2532" "L_HDL_PL" 0.982670298082096 0.84494437365917 1.14284554680315 0.820497416629259 23560 "Phospholipids in Large HDL" "Large HDL (average diameter 12.1 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_HDL_PL_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2533" "L_HDL_PL_pct" 1.03710493629591 0.86188011100537 1.24795390351296 0.699617843431624 23634 "Phospholipids to Total Lipids in Large HDL percentage" "Large HDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_HDL_PL_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2534" "L_HDL_TG" 0.946374078318997 0.817669536252085 1.0953372437224 0.459901735364174 23564 "Triglycerides in Large HDL" "Large HDL (average diameter 12.1 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_HDL_TG_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2535" "L_HDL_TG_pct" 0.972271647560194 0.840521846680627 1.12467291645378 0.705059121514272 23638 "Triglycerides to Total Lipids in Large HDL percentage" "Large HDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_HDL_TG_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2536" "L_LDL_C" 1.01520374065212 0.889220942292341 1.15903549502236 0.823375267065089 23533 "Cholesterol in Large LDL" "Large LDL (average diameter 25.5 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_LDL_C_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2537" "L_LDL_C_pct" 1.01620148144405 0.868540991863155 1.18896570290119 0.840995432670713 23615 "Cholesterol to Total Lipids in Large LDL percentage" "Large LDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_LDL_C_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2538" "L_LDL_CE" 1.01527054436805 0.888824676755644 1.15970483855589 0.823288726754719 23534 "Cholesteryl Esters in Large LDL" "Large LDL (average diameter 25.5 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_LDL_CE_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2539" "L_LDL_CE_pct" 1.04516661260367 0.866886643107442 1.26011083085294 0.643394420367782 23616 "Cholesteryl Esters to Total Lipids in Large LDL percentage" "Large LDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_LDL_CE_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2540" "L_LDL_FC" 1.00442758354617 0.882008846113049 1.14383747400544 0.946883724546457 23535 "Free Cholesterol in Large LDL" "Large LDL (average diameter 25.5 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_LDL_FC_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2541" "L_LDL_FC_pct" 0.985995573928601 0.871789688405075 1.11516261861894 0.822334063625823 23617 "Free Cholesterol to Total Lipids in Large LDL percentage" "Large LDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_LDL_FC_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2542" "L_LDL_L" 1.01609815217572 0.888849367893289 1.1615640311496 0.815031828603886 23531 "Total Lipids in Large LDL" "Large LDL (average diameter 25.5 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_LDL_L_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2543" "L_LDL_P" 1.004503224038 0.881099433375916 1.14519053001394 0.94643519212958 23530 "Concentration of Large LDL Particles" "Large LDL (average diameter 25.5 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_LDL_P_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2544" "L_LDL_PL" 1.00904982820706 0.884291535038467 1.15140936609827 0.893566988609535 23532 "Phospholipids in Large LDL" "Large LDL (average diameter 25.5 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_LDL_PL_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2545" "L_LDL_PL_pct" 0.993120883239855 0.86227792394652 1.14381809082275 0.923705906488837 23614 "Phospholipids to Total Lipids in Large LDL percentage" "Large LDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_LDL_PL_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2546" "L_LDL_TG" 0.982416856104901 0.851427848640435 1.13355803512909 0.808030439060766 23536 "Triglycerides in Large LDL" "Large LDL (average diameter 25.5 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_LDL_TG_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2547" "L_LDL_TG_pct" 0.943702192782163 0.821865248082038 1.08360078582246 0.411320291175845 23618 "Triglycerides to Total Lipids in Large LDL percentage" "Large LDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_LDL_TG_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2548" "L_VLDL_C" 1.03563571089346 0.90155799662871 1.18965316672745 0.620604817002958 23498 "Cholesterol in Large VLDL" "Large VLDL (average diameter 53.6 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_VLDL_C_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2549" "L_VLDL_C_pct" 0.919937821505371 0.816044113213046 1.03705863657778 0.172308128323434 23590 "Cholesterol to Total Lipids in Large VLDL percentage" "Large VLDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_VLDL_C_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2550" "L_VLDL_CE" 1.03257253294308 0.89994443224681 1.18474652165643 0.647686873418562 23499 "Cholesteryl Esters in Large VLDL" "Large VLDL (average diameter 53.6 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_VLDL_CE_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2551" "L_VLDL_CE_pct" 0.94595023972908 0.824786129738662 1.08491380223263 0.426873875940402 23591 "Cholesteryl Esters to Total Lipids in Large VLDL percentage" "Large VLDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_VLDL_CE_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2552" "L_VLDL_FC" 1.0407957247425 0.906722532746245 1.19469374755842 0.569835284064369 23500 "Free Cholesterol in Large VLDL" "Large VLDL (average diameter 53.6 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_VLDL_FC_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2553" "L_VLDL_FC_pct" 0.913215170974105 0.831313549928334 1.00318579983348 0.0582756780181966 23592 "Free Cholesterol to Total Lipids in Large VLDL percentage" "Large VLDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_VLDL_FC_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2554" "L_VLDL_L" 1.04808832452451 0.911874340473557 1.20464968389627 0.50847287644073 23496 "Total Lipids in Large VLDL" "Large VLDL (average diameter 53.6 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_VLDL_L_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2555" "L_VLDL_P" 1.05152067986694 0.918574849492666 1.20370783153765 0.466340850672528 23495 "Concentration of Large VLDL Particles" "Large VLDL (average diameter 53.6 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_VLDL_P_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2556" "L_VLDL_PL" 1.04339898860687 0.909314062105239 1.19725570602674 0.544939247365129 23497 "Phospholipids in Large VLDL" "Large VLDL (average diameter 53.6 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_VLDL_PL_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2557" "L_VLDL_PL_pct" 0.863812331553459 0.785854136612077 0.94950412472303 0.00241593854996601 23589 "Phospholipids to Total Lipids in Large VLDL percentage" "Large VLDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_VLDL_PL_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "sig"
"2558" "L_VLDL_TG" 1.0647375182333 0.930367373992793 1.21851433576001 0.362109370093172 23501 "Triglycerides in Large VLDL" "Large VLDL (average diameter 53.6 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_VLDL_TG_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2559" "L_VLDL_TG_pct" 1.20179669861582 1.0176597069021 1.41925173514099 0.0302909595079006 23593 "Triglycerides to Total Lipids in Large VLDL percentage" "Large VLDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "L_VLDL_TG_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "sig"
"2560" "LA" 1.06045003690947 0.924473540921771 1.21642668070308 0.401854700935443 23449 "Linoleic Acid" "Fatty acids" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "LA_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2561" "LA_pct" 1.07693029091443 0.937752018623014 1.23676497459537 0.293856156011235 23456 "Linoleic Acid to Total Fatty Acids percentage" "Fatty acid ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "LA_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2562" "Lactate" 0.926485532039056 0.808173336375154 1.0621179918255 0.273337976529493 23471 "Lactate" "Glycolysis related metabolites" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "Lactate_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2563" "LDL_C" 1.02793793412286 0.899186699421533 1.17512458434778 0.68652395987207 23405 "LDL Cholesterol" "Cholesterol" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "LDL_C_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2564" "LDL_CE" 1.02794492381 0.898433657410449 1.17612553544841 0.688313744618748 23417 "Cholesteryl Esters in LDL" "Cholesteryl esters" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "LDL_CE_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2565" "LDL_FC" 1.01509868823066 0.891246088728725 1.15616254576489 0.821413851189625 23421 "Free Cholesterol in LDL" "Free cholesterol" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "LDL_FC_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2566" "LDL_L" 1.03042145659521 0.900109130083156 1.1795996093426 0.663987200326946 23425 "Total Lipids in LDL" "Total lipids" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "LDL_L_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2567" "LDL_P" 1.01291650121562 0.887861186379529 1.15558586654595 0.84861474503201 23429 "Concentration of LDL Particles" "Lipoprotein particle concentrations" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "LDL_P_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2568" "LDL_PL" 1.02651113125787 0.898591269938225 1.17264115271089 0.699996388449021 23413 "Phospholipids in LDL" "Phospholipids" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "LDL_PL_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2569" "LDL_size" 0.923281513859062 0.809638231241925 1.05287611298479 0.233615970753077 23432 "Average Diameter for LDL Particles" "Lipoprotein particle sizes" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "LDL_size_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2570" "LDL_TG" 0.993244350118911 0.861712464108076 1.14485327778595 0.925486161535081 23409 "Triglycerides in LDL" "Triglycerides" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "LDL_TG_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2571" "Leu" 0.907843082760003 0.791666615013345 1.04106835792399 0.166394521873085 23466 "Leucine" "Branched-chain amino acids" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "Leu_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2572" "M_HDL_C" 1.00666894646584 0.870334470800895 1.16435968214165 0.928667840773983 23568 "Cholesterol in Medium HDL" "Medium HDL (average diameter 10.9 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_HDL_C_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2573" "M_HDL_C_pct" 1.01322048811956 0.882037131885277 1.16391444354609 0.852715875315304 23640 "Cholesterol to Total Lipids in Medium HDL percentage" "Medium HDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_HDL_C_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2574" "M_HDL_CE" 1.00967089663397 0.873698718894077 1.16680418256768 0.896239302830328 23569 "Cholesteryl Esters in Medium HDL" "Medium HDL (average diameter 10.9 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_HDL_CE_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2575" "M_HDL_CE_pct" 1.01550527514676 0.883942963233544 1.16664876213109 0.827938490514315 23641 "Cholesteryl Esters to Total Lipids in Medium HDL percentage" "Medium HDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_HDL_CE_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2576" "M_HDL_FC" 1.00828534819607 0.869758445347023 1.16887550655659 0.912865116629856 23570 "Free Cholesterol in Medium HDL" "Medium HDL (average diameter 10.9 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_HDL_FC_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2577" "M_HDL_FC_pct" 0.987742811388151 0.855411896060702 1.14054511743631 0.866544447612864 23642 "Free Cholesterol to Total Lipids in Medium HDL percentage" "Medium HDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_HDL_FC_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2578" "M_HDL_L" 0.991081881206437 0.856455094340108 1.14687074867889 0.904276061410398 23566 "Total Lipids in Medium HDL" "Medium HDL (average diameter 10.9 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_HDL_L_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2579" "M_HDL_P" 1.00637110688963 0.869222645240429 1.16515924927626 0.932291532566679 23565 "Concentration of Medium HDL Particles" "Medium HDL (average diameter 10.9 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_HDL_P_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2580" "M_HDL_PL" 0.990686739676759 0.856725543239299 1.14559467021427 0.899547707852145 23567 "Phospholipids in Medium HDL" "Medium HDL (average diameter 10.9 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_HDL_PL_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2581" "M_HDL_PL_pct" 0.982277816551633 0.854202260247064 1.12955649240541 0.801924427073185 23639 "Phospholipids to Total Lipids in Medium HDL percentage" "Medium HDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_HDL_PL_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2582" "M_HDL_TG" 0.964284025902803 0.837270028670744 1.11056606682499 0.613773267568006 23571 "Triglycerides in Medium HDL" "Medium HDL (average diameter 10.9 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_HDL_TG_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2583" "M_HDL_TG_pct" 0.926873578397683 0.802132643475458 1.07101317633635 0.303151460427156 23643 "Triglycerides to Total Lipids in Medium HDL percentage" "Medium HDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_HDL_TG_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2584" "M_LDL_C" 1.03615127835048 0.905529707379596 1.18561485380102 0.60546905998731 23540 "Cholesterol in Medium LDL" "Medium LDL (average diameter 23 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_LDL_C_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2585" "M_LDL_C_pct" 1.02354314904763 0.891892145936482 1.1746269801068 0.740443028346239 23620 "Cholesterol to Total Lipids in Medium LDL percentage" "Medium LDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_LDL_C_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2586" "M_LDL_CE" 1.03655164651087 0.904933865153352 1.18731252885792 0.604350542416738 23541 "Cholesteryl Esters in Medium LDL" "Medium LDL (average diameter 23 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_LDL_CE_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2587" "M_LDL_CE_pct" 1.02186207875658 0.883406042691946 1.18201829910375 0.770953977044297 23621 "Cholesteryl Esters to Total Lipids in Medium LDL percentage" "Medium LDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_LDL_CE_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2588" "M_LDL_FC" 1.02138394791071 0.896748814927651 1.16334156419693 0.749983419258091 23542 "Free Cholesterol in Medium LDL" "Medium LDL (average diameter 23 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_LDL_FC_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2589" "M_LDL_FC_pct" 0.98372430645116 0.855593846644735 1.13104309351658 0.817725705936917 23622 "Free Cholesterol to Total Lipids in Medium LDL percentage" "Medium LDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_LDL_FC_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2590" "M_LDL_L" 1.03911546777729 0.907028444446956 1.19043781039565 0.580150439360873 23538 "Total Lipids in Medium LDL" "Medium LDL (average diameter 23 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_LDL_L_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2591" "M_LDL_P" 1.0226078524816 0.894783823535039 1.16869213820346 0.742801046110511 23537 "Concentration of Medium LDL Particles" "Medium LDL (average diameter 23 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_LDL_P_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2592" "M_LDL_PL" 1.0356198501387 0.906068458865146 1.18369474569793 0.607734616020127 23539 "Phospholipids in Medium LDL" "Medium LDL (average diameter 23 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_LDL_PL_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2593" "M_LDL_PL_pct" 1.02470815254638 0.889480021534495 1.18049508979814 0.735348920641892 23619 "Phospholipids to Total Lipids in Medium LDL percentage" "Medium LDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_LDL_PL_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2594" "M_LDL_TG" 1.01150445837223 0.880015905591519 1.16263951913367 0.872095097745197 23543 "Triglycerides in Medium LDL" "Medium LDL (average diameter 23 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_LDL_TG_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2595" "M_LDL_TG_pct" 0.932315983850537 0.81111934873489 1.07162169796457 0.323942491101987 23623 "Triglycerides to Total Lipids in Medium LDL percentage" "Medium LDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_LDL_TG_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2596" "M_VLDL_C" 1.01037940139788 0.885503432010686 1.15286570087151 0.878076089094507 23505 "Cholesterol in Medium VLDL" "Medium VLDL (average diameter 44.5 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_VLDL_C_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2597" "M_VLDL_C_pct" 0.995160836903389 0.871640320851316 1.13618549717732 0.942808311721237 23595 "Cholesterol to Total Lipids in Medium VLDL percentage" "Medium VLDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_VLDL_C_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2598" "M_VLDL_CE" 0.998890139881707 0.877495329899561 1.13707899923194 0.986598234671315 23506 "Cholesteryl Esters in Medium VLDL" "Medium VLDL (average diameter 44.5 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_VLDL_CE_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2599" "M_VLDL_CE_pct" 0.994559142012296 0.872514251394718 1.13367533582297 0.934904773205903 23596 "Cholesteryl Esters to Total Lipids in Medium VLDL percentage" "Medium VLDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_VLDL_CE_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2600" "M_VLDL_FC" 1.01761602626858 0.889722799609412 1.16389326807548 0.798851614145791 23507 "Free Cholesterol in Medium VLDL" "Medium VLDL (average diameter 44.5 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_VLDL_FC_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2601" "M_VLDL_FC_pct" 0.975298522555386 0.855056467521118 1.11244957991646 0.709464635819007 23597 "Free Cholesterol to Total Lipids in Medium VLDL percentage" "Medium VLDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_VLDL_FC_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2602" "M_VLDL_L" 1.04821983558389 0.912228691738084 1.20448395633997 0.506537445893727 23503 "Total Lipids in Medium VLDL" "Medium VLDL (average diameter 44.5 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_VLDL_L_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2603" "M_VLDL_P" 1.03063285697132 0.900890655935531 1.17905994347983 0.660268093339169 23502 "Concentration of Medium VLDL Particles" "Medium VLDL (average diameter 44.5 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_VLDL_P_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2604" "M_VLDL_PL" 1.02824869143792 0.897593390643246 1.17792241171261 0.687852079388992 23504 "Phospholipids in Medium VLDL" "Medium VLDL (average diameter 44.5 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_VLDL_PL_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2605" "M_VLDL_PL_pct" 0.95817518976225 0.840976678149827 1.09170648619623 0.520976968061386 23594 "Phospholipids to Total Lipids in Medium VLDL percentage" "Medium VLDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_VLDL_PL_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2606" "M_VLDL_TG" 1.0650433778663 0.928944241283119 1.22108232800934 0.366339135419618 23508 "Triglycerides in Medium VLDL" "Medium VLDL (average diameter 44.5 nm)" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_VLDL_TG_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2607" "M_VLDL_TG_pct" 1.01440523960734 0.886667071382744 1.16054607569681 0.835008606964962 23598 "Triglycerides to Total Lipids in Medium VLDL percentage" "Medium VLDL ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "M_VLDL_TG_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2608" "MUFA" 1.02707345179172 0.889627706804519 1.18575429621501 0.715530067586725 23447 "Monounsaturated Fatty Acids" "Fatty acids" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "MUFA_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2609" "MUFA_pct" 1.027870448076 0.892754475055763 1.18343585783983 0.702243587044711 23454 "Monounsaturated Fatty Acids to Total Fatty Acids percentage" "Fatty acid ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "MUFA_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2610" "non_HDL_C" 1.02641081032165 0.896091579273362 1.17568245915161 0.706703824940839 23401 "Total Cholesterol Minus HDL-C" "Cholesterol" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "non_HDL_C_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2611" "Omega_3" 0.892613859871628 0.774691489400354 1.02848619577795 0.116083477533453 23444 "Omega-3 Fatty Acids" "Fatty acids" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "Omega_3_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
"2612" "Omega_3_pct" 0.858043334266162 0.746654054889016 0.98605017766632 0.0309299492127952 23451 "Omega-3 Fatty Acids to Total Fatty Acids percentage" "Fatty acid ratios" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "Omega_3_pct_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "sig"
"2613" "Omega_6" 1.05397422116803 0.91499871930998 1.21405815706987 0.466216565634905 23445 "Omega-6 Fatty Acids" "Fatty acids" "CC" "Adjusted" "healthy_noncancer_control" "HUNT_All" "Omega_6_HUNT_All_CC_Adjusted" "HUNT_All_CC_Adjusted" "not-sig"
