"Biomarker","Description","Phenotype","HUNT_all","UKBB","HUNT_reduced","Analysis_type","Design","key"
"S_VLDL_FC","Free Cholesterol in Small VLDL","BC_premeno","0.897(95% CI:0.7-1.148; P=0.3879871947)","0.921(95% CI:0.878-0.967; P=0.0008272344)","0.933(95% CI:0.695-1.251; P=0.642801728)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_VLDL_PL","Phospholipids in Small VLDL","BC_premeno","0.908(95% CI:0.711-1.158; P=0.43586729)","0.921(95% CI:0.878-0.966; P=0.0006736893)","0.911(95% CI:0.679-1.222; P=0.5327924627)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"S_VLDL_TG","Triglycerides in Small VLDL","BC_premeno","0.969(95% CI:0.768-1.224; P=0.793927417)","0.935(95% CI:0.891-0.98; P=0.0056566986)","0.871(95% CI:0.642-1.182; P=0.3745387791)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"SFA","Saturated Fatty Acids","BC_premeno","0.954(95% CI:0.758-1.202; P=0.6912006684)","0.921(95% CI:0.88-0.963; P=0.0003483492)","0.957(95% CI:0.722-1.27; P=0.7616750653)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Sphingomyelins","Sphingomyelins","BC_premeno","0.902(95% CI:0.703-1.157; P=0.415806413)","0.938(95% CI:0.894-0.983; P=0.0074401479)","1.089(95% CI:0.812-1.459; P=0.5692309351)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_C","Total Cholesterol","BC_premeno","0.904(95% CI:0.711-1.151; P=0.4137520406)","0.937(95% CI:0.894-0.981; P=0.0056033415)","1.068(95% CI:0.801-1.424; P=0.6541572998)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_CE","Total Esterified Cholesterol","BC_premeno","0.902(95% CI:0.708-1.148; P=0.4007005664)","0.939(95% CI:0.897-0.984; P=0.0080455552)","1.074(95% CI:0.804-1.434; P=0.629141609)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_FA","Total Fatty Acids","BC_premeno","0.94(95% CI:0.748-1.181; P=0.5969447154)","0.914(95% CI:0.874-0.955; P=0.000068812)","0.958(95% CI:0.727-1.263; P=0.7617040038)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_FC","Total Free Cholesterol","BC_premeno","0.913(95% CI:0.715-1.165; P=0.4627997457)","0.927(95% CI:0.884-0.971; P=0.0015001728)","1.046(95% CI:0.785-1.393; P=0.7606760054)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_L","Total Lipids in Lipoprotein Particles","BC_premeno","0.927(95% CI:0.733-1.173; P=0.5281661658)","0.926(95% CI:0.885-0.969; P=0.0008431271)","1.022(95% CI:0.772-1.352; P=0.8815473082)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_PL","Total Phospholipids in Lipoprotein Particles","BC_premeno","0.962(95% CI:0.762-1.213; P=0.7409804528)","0.941(95% CI:0.899-0.984; P=0.007272544)","1.096(95% CI:0.828-1.45; P=0.5220442942)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Total_TG","Total Triglycerides","BC_premeno","0.962(95% CI:0.767-1.206; P=0.7366422493)","0.928(95% CI:0.886-0.973; P=0.0019174644)","0.881(95% CI:0.658-1.181; P=0.3968974238)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Tyr","Tyrosine","BC_premeno","0.865(95% CI:0.683-1.095; P=0.2274843208)","0.925(95% CI:0.883-0.969; P=0.0010126674)","0.957(95% CI:0.718-1.275; P=0.763845079)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Unsaturation","Degree of Unsaturation","BC_premeno","0.926(95% CI:0.731-1.174; P=0.5268589683)","0.975(95% CI:0.931-1.021; P=0.2863857971)","1.077(95% CI:0.802-1.446; P=0.623215652)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Val","Valine","BC_premeno","0.931(95% CI:0.743-1.165; P=0.5300022468)","0.955(95% CI:0.913-0.999; P=0.043861961)","1.051(95% CI:0.791-1.395; P=0.7331424021)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_C","VLDL Cholesterol","BC_premeno","0.934(95% CI:0.739-1.18; P=0.5673514899)","0.921(95% CI:0.879-0.965; P=0.0005035419)","0.943(95% CI:0.711-1.251; P=0.6853945798)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_CE","Cholesteryl Esters in VLDL","BC_premeno","0.935(95% CI:0.737-1.187; P=0.5820020152)","0.923(95% CI:0.881-0.968; P=0.000919171)","0.962(95% CI:0.723-1.28; P=0.7890413406)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_FC","Free Cholesterol in VLDL","BC_premeno","0.938(95% CI:0.741-1.187; P=0.5943197606)","0.917(95% CI:0.875-0.962; P=0.0003610257)","0.913(95% CI:0.683-1.221; P=0.540682076)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_L","Total Lipids in VLDL","BC_premeno","0.946(95% CI:0.755-1.185; P=0.6302291418)","0.922(95% CI:0.881-0.965; P=0.0004566292)","0.899(95% CI:0.678-1.19; P=0.4558181699)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_PL","Phospholipids in VLDL","BC_premeno","0.946(95% CI:0.749-1.193; P=0.6373610856)","0.921(95% CI:0.879-0.965; P=0.0006022529)","0.907(95% CI:0.679-1.211; P=0.5091007737)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"VLDL_TG","Triglycerides in VLDL","BC_premeno","0.964(95% CI:0.769-1.209; P=0.7525278483)","0.928(95% CI:0.885-0.973; P=0.0018223533)","0.869(95% CI:0.646-1.169; P=0.3542881301)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_C","Cholesterol in Very Large HDL","BC_premeno","1.129(95% CI:0.908-1.403; P=0.275653425)","1.041(95% CI:0.995-1.089; P=0.080332669)","1.326(95% CI:1.026-1.713; P=0.0308629181)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_CE","Cholesteryl Esters in Very Large HDL","BC_premeno","1.123(95% CI:0.903-1.396; P=0.2962824866)","1.04(95% CI:0.994-1.088; P=0.0861367776)","1.318(95% CI:1.02-1.703; P=0.0346719222)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_FC","Free Cholesterol in Very Large HDL","BC_premeno","1.141(95% CI:0.917-1.42; P=0.2371503192)","1.041(95% CI:0.995-1.089; P=0.0849020683)","1.33(95% CI:1.032-1.714; P=0.0274685758)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_PL","Phospholipids in Very Large HDL","BC_premeno","1.172(95% CI:0.95-1.446; P=0.1384334872)","1.045(95% CI:0.999-1.092; P=0.0539069118)","1.352(95% CI:1.053-1.736; P=0.0181145937)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_HDL_TG","Triglycerides in Very Large HDL","BC_premeno","1.088(95% CI:0.876-1.35; P=0.4458288478)","0.967(95% CI:0.923-1.014; P=0.1649439623)","1.06(95% CI:0.804-1.397; P=0.6792006973)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_C","Cholesterol in Very Large VLDL","BC_premeno","0.959(95% CI:0.76-1.21; P=0.7216039724)","0.921(95% CI:0.878-0.967; P=0.0008868196)","0.882(95% CI:0.653-1.191; P=0.4125737351)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_CE","Cholesteryl Esters in Very Large VLDL","BC_premeno","0.947(95% CI:0.749-1.196; P=0.6454084323)","0.92(95% CI:0.877-0.965; P=0.0006592826)","0.891(95% CI:0.663-1.198; P=0.4459877083)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_FC","Free Cholesterol in Very Large VLDL","BC_premeno","0.974(95% CI:0.773-1.229; P=0.8269556294)","0.925(95% CI:0.881-0.971; P=0.0018316629)","0.87(95% CI:0.637-1.188; P=0.3807454029)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_PL","Phospholipids in Very Large VLDL","BC_premeno","0.978(95% CI:0.776-1.232; P=0.8478986026)","0.926(95% CI:0.882-0.973; P=0.0022257177)","0.866(95% CI:0.633-1.186; P=0.3703974775)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XL_VLDL_TG","Triglycerides in Very Large VLDL","BC_premeno","0.976(95% CI:0.775-1.229; P=0.8358975567)","0.931(95% CI:0.886-0.978; P=0.0041816664)","0.849(95% CI:0.616-1.169; P=0.3156225429)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_C","Cholesterol in Very Small VLDL","BC_premeno","0.973(95% CI:0.76-1.246; P=0.8279948001)","0.946(95% CI:0.901-0.992; P=0.0227858142)","1.084(95% CI:0.812-1.446; P=0.5835362905)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_CE","Cholesteryl Esters in Very Small VLDL","BC_premeno","0.973(95% CI:0.758-1.247; P=0.8262553783)","0.949(95% CI:0.904-0.996; P=0.0325378669)","1.106(95% CI:0.828-1.477; P=0.495101001)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_FC","Free Cholesterol in Very Small VLDL","BC_premeno","0.979(95% CI:0.764-1.254; P=0.8667902637)","0.94(95% CI:0.895-0.986; P=0.0116080917)","1.032(95% CI:0.772-1.381; P=0.8298744422)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_PL","Phospholipids in Very Small VLDL","BC_premeno","0.995(95% CI:0.781-1.269; P=0.9709625276)","0.945(95% CI:0.901-0.991; P=0.0196777292)","1.021(95% CI:0.765-1.364; P=0.8862986967)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XS_VLDL_TG","Triglycerides in Very Small VLDL","BC_premeno","1.022(95% CI:0.809-1.29; P=0.8562040254)","0.948(95% CI:0.904-0.994; P=0.0278912183)","0.95(95% CI:0.704-1.283; P=0.7381060059)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XXL_VLDL_C","Cholesterol in Chylomicrons and Extremely Large VLDL","BC_premeno","1.033(95% CI:0.828-1.289; P=0.7731068503)","0.931(95% CI:0.886-0.978; P=0.0046654296)","0.883(95% CI:0.644-1.211; P=0.4407294677)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XXL_VLDL_CE","Cholesteryl Esters in Chylomicrons and Extremely Large VLDL","BC_premeno","1.033(95% CI:0.828-1.289; P=0.7733137345)","0.932(95% CI:0.887-0.979; P=0.0054346153)","0.895(95% CI:0.656-1.221; P=0.4830295143)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XXL_VLDL_FC","Free Cholesterol in Chylomicrons and Extremely Large VLDL","BC_premeno","1.035(95% CI:0.83-1.29; P=0.7605062915)","0.931(95% CI:0.885-0.979; P=0.0050395771)","0.859(95% CI:0.616-1.198; P=0.3709149942)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XXL_VLDL_PL","Phospholipids in Chylomicrons and Extremely Large VLDL","BC_premeno","1.048(95% CI:0.844-1.302; P=0.6716891184)","0.933(95% CI:0.887-0.981; P=0.006840783)","0.863(95% CI:0.615-1.21; P=0.3921810564)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"XXL_VLDL_TG","Triglycerides in Chylomicrons and Extremely Large VLDL","BC_premeno","1.05(95% CI:0.846-1.303; P=0.6571743813)","0.937(95% CI:0.891-0.985; P=0.0111851005)","0.91(95% CI:0.662-1.25; P=0.5597584703)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Acetate","Acetate","CC","0.899(95% CI:0.749-1.08; P=0.2557061844)","1.02(95% CI:0.991-1.05; P=0.1749472669)","0.808(95% CI:0.613-1.063; P=0.1278694179)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Acetoacetate","Acetoacetate","CC","0.882(95% CI:0.763-1.02; P=0.0910121714)","1.077(95% CI:1.051-1.105; P=0.0000000052)","0.879(95% CI:0.732-1.054; P=0.1640721588)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Acetone","Acetone","CC","0.898(95% CI:0.774-1.043; P=0.1580380247)","1.046(95% CI:1.018-1.075; P=0.0013497555)","0.901(95% CI:0.752-1.078; P=0.2528507147)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Ala","Alanine","CC","0.902(95% CI:0.796-1.023; P=0.1089498497)","1.004(95% CI:0.97-1.038; P=0.8375093246)","0.93(95% CI:0.797-1.085; P=0.355735243)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Albumin","Albumin","CC","1.002(95% CI:0.877-1.145; P=0.9723679559)","0.877(95% CI:0.848-0.907; P=0)","0.941(95% CI:0.806-1.098; P=0.4407478335)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"ApoA1","Apolipoprotein A1","CC","1.019(95% CI:0.893-1.164; P=0.776242451)","0.969(95% CI:0.934-1.005; P=0.0944627559)","1.01(95% CI:0.86-1.186; P=0.9057839965)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"ApoB","Apolipoprotein B","CC","1.03(95% CI:0.908-1.169; P=0.6415260065)","0.977(95% CI:0.944-1.01; P=0.1660258736)","0.961(95% CI:0.826-1.119; P=0.6121536079)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"bOHbutyrate","3-Hydroxybutyrate","CC","0.973(95% CI:0.851-1.112; P=0.6912684424)","1.084(95% CI:1.054-1.115; P=0.0000000262)","0.993(95% CI:0.848-1.164; P=0.9346401672)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Cholines","Total Cholines","CC","1.027(95% CI:0.898-1.175; P=0.6966941339)","0.972(95% CI:0.938-1.008; P=0.1220068223)","0.987(95% CI:0.843-1.156; P=0.8720345696)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Citrate","Citrate","CC","0.951(95% CI:0.828-1.093; P=0.4825591774)","1.029(95% CI:0.995-1.065; P=0.0992759669)","0.938(95% CI:0.778-1.131; P=0.5010811319)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Clinical_LDL_C","Clinical LDL Cholesterol","CC","1.029(95% CI:0.908-1.165; P=0.6571561717)","0.95(95% CI:0.919-0.982; P=0.0024445313)","0.935(95% CI:0.807-1.084; P=0.3755863923)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Creatinine","Creatinine","CC","0.973(95% CI:0.849-1.114; P=0.6892245963)","1.057(95% CI:1.027-1.088; P=0.0001627188)","0.982(95% CI:0.826-1.166; P=0.8324606758)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"DHA","Docosahexaenoic Acid","CC","0.863(95% CI:0.759-0.98; P=0.0231721459)","0.924(95% CI:0.892-0.958; P=0.000013117)","0.832(95% CI:0.707-0.978; P=0.0260704683)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Gln","Glutamine","CC","0.907(95% CI:0.798-1.032; P=0.1388636057)","0.927(95% CI:0.896-0.959; P=0.000011393)","0.936(95% CI:0.802-1.092; P=0.3993598595)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Glucose","Glucose","CC","0.962(95% CI:0.854-1.084; P=0.5248736813)","1.082(95% CI:1.049-1.117; P=0.0000009483)","0.972(95% CI:0.836-1.129; P=0.7089552812)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Gly","Glycine","CC","1.03(95% CI:0.905-1.174; P=0.6512929052)","0.967(95% CI:0.932-1.005; P=0.0842754175)","0.947(95% CI:0.801-1.12; P=0.5220872066)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"GlycA","Glycoprotein Acetyls","CC","1.127(95% CI:0.994-1.278; P=0.062087656)","1.153(95% CI:1.114-1.192; P=0)","1.157(95% CI:0.992-1.349; P=0.0635390676)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"HDL_C","HDL Cholesterol","CC","0.99(95% CI:0.87-1.127; P=0.8833816364)","0.948(95% CI:0.912-0.984; P=0.0053311669)","0.984(95% CI:0.838-1.157; P=0.8467510923)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"HDL_CE","Cholesteryl Esters in HDL","CC","0.991(95% CI:0.871-1.127; P=0.8886192217)","0.945(95% CI:0.91-0.981; P=0.0029752055)","0.985(95% CI:0.838-1.156; P=0.8504377327)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"HDL_FC","Free Cholesterol in HDL","CC","0.996(95% CI:0.873-1.137; P=0.9538707692)","0.966(95% CI:0.93-1.004; P=0.0775699132)","1(95% CI:0.851-1.175; P=0.9994145599)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"HDL_L","Total Lipids in HDL","CC","1.001(95% CI:0.876-1.145; P=0.9846352955)","0.967(95% CI:0.931-1.004; P=0.0815460745)","0.999(95% CI:0.849-1.175; P=0.9906193792)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"HDL_PL","Phospholipids in HDL","CC","1.011(95% CI:0.884-1.156; P=0.8725984593)","0.979(95% CI:0.943-1.016; P=0.2655710445)","1.011(95% CI:0.86-1.188; P=0.8975101679)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"HDL_TG","Triglycerides in HDL","CC","1.017(95% CI:0.895-1.154; P=0.7994420502)","1.048(95% CI:1.014-1.084; P=0.0055186153)","1.031(95% CI:0.886-1.2; P=0.6944425104)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"His","Histidine","CC","0.964(95% CI:0.848-1.096; P=0.5758626071)","0.919(95% CI:0.886-0.953; P=0.000005397)","0.964(95% CI:0.827-1.124; P=0.6391617456)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"IDL_C","Cholesterol in IDL","CC","1.003(95% CI:0.887-1.135; P=0.9567339121)","0.939(95% CI:0.908-0.972; P=0.0003027359)","0.926(95% CI:0.797-1.075; P=0.3102781063)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"IDL_CE","Cholesteryl Esters in IDL","CC","1.005(95% CI:0.888-1.138; P=0.9325934715)","0.939(95% CI:0.907-0.971; P=0.0002905459)","0.928(95% CI:0.799-1.078; P=0.3266963259)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"IDL_FC","Free Cholesterol in IDL","CC","0.991(95% CI:0.878-1.119; P=0.8844918329)","0.946(95% CI:0.914-0.979; P=0.0014039464)","0.911(95% CI:0.784-1.059; P=0.2241080199)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"IDL_PL","Phospholipids in IDL","CC","0.984(95% CI:0.869-1.114; P=0.7951904666)","0.956(95% CI:0.923-0.989; P=0.009578956)","0.895(95% CI:0.769-1.042; P=0.1526286253)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"IDL_TG","Triglycerides in IDL","CC","1(95% CI:0.877-1.14; P=0.9978666886)","1.054(95% CI:1.02-1.09; P=0.0018053109)","1(95% CI:0.856-1.168; P=0.9997024436)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Ile","Isoleucine","CC","0.917(95% CI:0.808-1.041; P=0.1825147364)","1.021(95% CI:0.987-1.056; P=0.2272858634)","0.933(95% CI:0.797-1.092; P=0.3885199217)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_HDL_C","Cholesterol in Large HDL","CC","0.954(95% CI:0.837-1.087; P=0.4777747944)","0.952(95% CI:0.916-0.989; P=0.0111066862)","0.982(95% CI:0.835-1.155; P=0.824269577)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_HDL_CE","Cholesteryl Esters in Large HDL","CC","0.954(95% CI:0.838-1.087; P=0.480083526)","0.95(95% CI:0.914-0.987; P=0.0083002056)","0.984(95% CI:0.837-1.157; P=0.8480927171)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_HDL_FC","Free Cholesterol in Large HDL","CC","0.965(95% CI:0.847-1.1; P=0.5956215212)","0.964(95% CI:0.928-1.002; P=0.0631565358)","0.996(95% CI:0.849-1.17; P=0.9645485041)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_HDL_PL","Phospholipids in Large HDL","CC","0.967(95% CI:0.846-1.105; P=0.6197259954)","0.966(95% CI:0.929-1.003; P=0.074484812)","0.996(95% CI:0.847-1.172; P=0.965794211)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_HDL_TG","Triglycerides in Large HDL","CC","0.98(95% CI:0.857-1.121; P=0.7721088475)","1.018(95% CI:0.984-1.054; P=0.3031736258)","1.013(95% CI:0.868-1.181; P=0.8710003764)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_LDL_C","Cholesterol in Large LDL","CC","1.018(95% CI:0.899-1.152; P=0.779827311)","0.951(95% CI:0.92-0.983; P=0.0033295574)","0.919(95% CI:0.792-1.067; P=0.2695840772)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_LDL_CE","Cholesteryl Esters in Large LDL","CC","1.021(95% CI:0.902-1.156; P=0.7432101626)","0.957(95% CI:0.926-0.99; P=0.0110218)","0.922(95% CI:0.794-1.071; P=0.2898009774)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_LDL_FC","Free Cholesterol in Large LDL","CC","1.003(95% CI:0.889-1.132; P=0.9571799744)","0.939(95% CI:0.908-0.972; P=0.0002885667)","0.907(95% CI:0.781-1.053; P=0.1997548788)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_LDL_PL","Phospholipids in Large LDL","CC","1.016(95% CI:0.899-1.15; P=0.7959774271)","0.953(95% CI:0.922-0.986; P=0.0054218557)","0.922(95% CI:0.793-1.073; P=0.2933383493)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_LDL_TG","Triglycerides in Large LDL","CC","1.013(95% CI:0.889-1.154; P=0.8442713053)","1.059(95% CI:1.025-1.095; P=0.0005894808)","1.011(95% CI:0.865-1.181; P=0.8895796201)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_VLDL_C","Cholesterol in Large VLDL","CC","1.073(95% CI:0.947-1.216; P=0.2667068416)","1.037(95% CI:1.002-1.073; P=0.0393679392)","1.067(95% CI:0.915-1.244; P=0.4056475215)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_VLDL_CE","Cholesteryl Esters in Large VLDL","CC","1.066(95% CI:0.941-1.207; P=0.3184913229)","1.019(95% CI:0.984-1.054; P=0.2918008974)","1.052(95% CI:0.902-1.226; P=0.5203047131)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_VLDL_FC","Free Cholesterol in Large VLDL","CC","1.079(95% CI:0.954-1.22; P=0.2239727527)","1.053(95% CI:1.018-1.089; P=0.0029635243)","1.084(95% CI:0.931-1.261; P=0.2990803818)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_VLDL_PL","Phospholipids in Large VLDL","CC","1.083(95% CI:0.959-1.223; P=0.2002603752)","1.059(95% CI:1.023-1.095; P=0.0010162379)","1.095(95% CI:0.942-1.274; P=0.2359289759)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"L_VLDL_TG","Triglycerides in Large VLDL","CC","1.105(95% CI:0.981-1.246; P=0.1005632576)","1.065(95% CI:1.029-1.101; P=0.0002688416)","1.134(95% CI:0.978-1.314; P=0.0948070359)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"LA","Linoleic Acid","CC","1.086(95% CI:0.956-1.234; P=0.2043463442)","0.962(95% CI:0.93-0.995; P=0.0255241042)","1.053(95% CI:0.903-1.228; P=0.508786869)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Lactate","Lactate","CC","0.944(95% CI:0.833-1.071; P=0.3714790921)","1.013(95% CI:0.978-1.049; P=0.4829117258)","1.001(95% CI:0.858-1.168; P=0.9894814228)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"LDL_C","LDL Cholesterol","CC","1.033(95% CI:0.911-1.171; P=0.6137777273)","0.959(95% CI:0.928-0.992; P=0.0141649723)","0.938(95% CI:0.808-1.09; P=0.4027554392)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"LDL_CE","Cholesteryl Esters in LDL","CC","1.037(95% CI:0.915-1.177; P=0.5689143996)","0.967(95% CI:0.935-1; P=0.0490969357)","0.944(95% CI:0.812-1.098; P=0.4572277911)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"LDL_FC","Free Cholesterol in LDL","CC","1.012(95% CI:0.897-1.143; P=0.8418130544)","0.943(95% CI:0.912-0.975; P=0.0006204886)","0.916(95% CI:0.79-1.063; P=0.2487097802)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"LDL_L","Total Lipids in LDL","CC","1.036(95% CI:0.913-1.176; P=0.5793464961)","0.965(95% CI:0.934-0.998; P=0.0383590428)","0.946(95% CI:0.814-1.1; P=0.4690154268)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"LDL_PL","Phospholipids in LDL","CC","1.032(95% CI:0.911-1.169; P=0.6209986107)","0.964(95% CI:0.933-0.997; P=0.0347145677)","0.943(95% CI:0.811-1.097; P=0.4460316094)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"LDL_TG","Triglycerides in LDL","CC","1.025(95% CI:0.901-1.166; P=0.7104331332)","1.065(95% CI:1.031-1.1; P=0.0001652571)","1.029(95% CI:0.882-1.2; P=0.7186616875)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"Leu","Leucine","CC","0.918(95% CI:0.809-1.042; P=0.1858074627)","0.976(95% CI:0.942-1.011; P=0.1788085982)","0.941(95% CI:0.805-1.1; P=0.4435972615)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_HDL_C","Cholesterol in Medium HDL","CC","1.021(95% CI:0.897-1.162; P=0.754073937)","0.961(95% CI:0.926-0.997; P=0.0336996366)","1.01(95% CI:0.861-1.185; P=0.9014979972)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_HDL_CE","Cholesteryl Esters in Medium HDL","CC","1.022(95% CI:0.899-1.162; P=0.7395227272)","0.959(95% CI:0.925-0.995; P=0.0271222546)","1.011(95% CI:0.863-1.186; P=0.8885097934)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_HDL_FC","Free Cholesterol in Medium HDL","CC","1.024(95% CI:0.898-1.168; P=0.7243555281)","0.971(95% CI:0.936-1.008; P=0.1265420632)","1.018(95% CI:0.868-1.195; P=0.8230045067)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_HDL_PL","Phospholipids in Medium HDL","CC","1.035(95% CI:0.907-1.181; P=0.6078753179)","0.991(95% CI:0.956-1.028; P=0.6267743918)","1.023(95% CI:0.873-1.198; P=0.7803908309)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_HDL_TG","Triglycerides in Medium HDL","CC","1.022(95% CI:0.902-1.159; P=0.7294100118)","1.044(95% CI:1.01-1.079; P=0.0117759206)","1.03(95% CI:0.885-1.198; P=0.7023268994)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
"M_LDL_C","Cholesterol in Medium LDL","CC","1.051(95% CI:0.927-1.192; P=0.4372662676)","0.977(95% CI:0.944-1.01; P=0.1665986384)","0.966(95% CI:0.829-1.125; P=0.6537683749)","Raw","All_control_except_phenotype","Raw All_control_except_phenotype"
