"Biomarker" "Estimate" "lower95" "upper95" "Pvalue" "UKB.Field.ID" "Description" "group_name" "Phenotype" "Analysis_type" "Design" "Origin" "marker_and_origin" "origin_and_analysis_type" "fill"
"721" "XL_VLDL_P" 1.02812321143 0.987810255434173 1.07008135627884 0.174145895070484 23488 "Concentration of Very Large VLDL Particles" "Very large VLDL (average diameter 64 nm)" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XL_VLDL_P_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"722" "XL_VLDL_PL" 1.02801778937876 0.98762280015975 1.07006498342105 0.176685540602738 23490 "Phospholipids in Very Large VLDL" "Very large VLDL (average diameter 64 nm)" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XL_VLDL_PL_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"723" "XL_VLDL_PL_pct" 1.00854075656915 0.966853156932784 1.05202579147372 0.692942453665356 23584 "Phospholipids to Total Lipids in Very Large VLDL percentage" "Very large VLDL ratios" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XL_VLDL_PL_pct_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"724" "XL_VLDL_TG" 1.03088402532706 0.99053969660839 1.07287156417182 0.135358250117117 23494 "Triglycerides in Very Large VLDL" "Very large VLDL (average diameter 64 nm)" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XL_VLDL_TG_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"725" "XL_VLDL_TG_pct" 1.06011388464742 1.01600760073484 1.10613488285856 0.00709367386205037 23588 "Triglycerides to Total Lipids in Very Large VLDL percentage" "Very large VLDL ratios" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XL_VLDL_TG_pct_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "sig"
"726" "XS_VLDL_C" 1.00075295336533 0.9608567212196 1.04230573773604 0.971073996257522 23519 "Cholesterol in Very Small VLDL" "Very small VLDL (average diameter 31.3 nm)" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XS_VLDL_C_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"727" "XS_VLDL_C_pct" 0.967151052130197 0.929734532726303 1.00607337332484 0.0970794272787166 23605 "Cholesterol to Total Lipids in Very Small VLDL percentage" "Very small VLDL ratios" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XS_VLDL_C_pct_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"728" "XS_VLDL_CE" 1.00083529857716 0.961079653995335 1.04223545958335 0.967795057435087 23520 "Cholesteryl Esters in Very Small VLDL" "Very small VLDL (average diameter 31.3 nm)" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XS_VLDL_CE_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"729" "XS_VLDL_CE_pct" 0.966904283156088 0.929492199729574 1.00582220384161 0.0945985294703542 23606 "Cholesteryl Esters to Total Lipids in Very Small VLDL percentage" "Very small VLDL ratios" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XS_VLDL_CE_pct_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"730" "XS_VLDL_FC" 1.01072082241475 0.970281387172744 1.05284569442211 0.608751566394207 23521 "Free Cholesterol in Very Small VLDL" "Very small VLDL (average diameter 31.3 nm)" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XS_VLDL_FC_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"731" "XS_VLDL_FC_pct" 0.975792474664563 0.937891112642179 1.01522547849887 0.225368396394102 23607 "Free Cholesterol to Total Lipids in Very Small VLDL percentage" "Very small VLDL ratios" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XS_VLDL_FC_pct_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"732" "XS_VLDL_L" 1.01237236296905 0.971686926230933 1.05476133684231 0.556827277800541 23517 "Total Lipids in Very Small VLDL" "Very small VLDL (average diameter 31.3 nm)" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XS_VLDL_L_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"733" "XS_VLDL_P" 1.01231627730638 0.971822879336107 1.05449693260928 0.556725825213068 23516 "Concentration of Very Small VLDL Particles" "Very small VLDL (average diameter 31.3 nm)" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XS_VLDL_P_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"734" "XS_VLDL_PL" 1.0151481904366 0.974507656026744 1.05748358381129 0.470773739218525 23518 "Phospholipids in Very Small VLDL" "Very small VLDL (average diameter 31.3 nm)" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XS_VLDL_PL_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"735" "XS_VLDL_PL_pct" 1.02862956306064 0.987956105226547 1.07097751854035 0.170278406220512 23604 "Phospholipids to Total Lipids in Very Small VLDL percentage" "Very small VLDL ratios" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XS_VLDL_PL_pct_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"736" "XS_VLDL_TG" 1.03852954263988 0.99727627705893 1.08148928812038 0.0675375301325327 23522 "Triglycerides in Very Small VLDL" "Very small VLDL (average diameter 31.3 nm)" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XS_VLDL_TG_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"737" "XS_VLDL_TG_pct" 1.03776088445436 0.996953938190694 1.08023812540223 0.0701540786096622 23608 "Triglycerides to Total Lipids in Very Small VLDL percentage" "Very small VLDL ratios" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XS_VLDL_TG_pct_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"738" "XXL_VLDL_C" 1.03533047649096 0.995089422899021 1.07719886362392 0.0860545852236631 23484 "Cholesterol in Chylomicrons and Extremely Large VLDL" "Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XXL_VLDL_C_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"739" "XXL_VLDL_C_pct" 1.00274431476983 0.961371499613265 1.04589761731828 0.898559921504992 23580 "Cholesterol to Total Lipids in Chylomicrons and Extremely Large VLDL percentage" "Chylomicrons and extremely large VLDL ratios" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XXL_VLDL_C_pct_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"740" "XXL_VLDL_CE" 1.03206646893535 0.991900614394021 1.07385879274952 0.119131787297179 23485 "Cholesteryl Esters in Chylomicrons and Extremely Large VLDL" "Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XXL_VLDL_CE_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"741" "XXL_VLDL_CE_pct" 1.00780515314824 0.966171417267129 1.05123294744635 0.71795329781071 23581 "Cholesteryl Esters to Total Lipids in Chylomicrons and Extremely Large VLDL percentage" "Chylomicrons and extremely large VLDL ratios" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XXL_VLDL_CE_pct_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"742" "XXL_VLDL_FC" 1.03614490586763 0.995963447843006 1.07794745708848 0.0784875189158214 23486 "Free Cholesterol in Chylomicrons and Extremely Large VLDL" "Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XXL_VLDL_FC_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"743" "XXL_VLDL_FC_pct" 0.984159452055487 0.943593528239933 1.02646934096381 0.457183298709078 23582 "Free Cholesterol to Total Lipids in Chylomicrons and Extremely Large VLDL percentage" "Chylomicrons and extremely large VLDL ratios" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XXL_VLDL_FC_pct_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"744" "XXL_VLDL_L" 1.03366293018945 0.993418262086404 1.07553796223138 0.102247493420521 23482 "Total Lipids in Chylomicrons and Extremely Large VLDL" "Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XXL_VLDL_L_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"745" "XXL_VLDL_P" 1.03401190174948 0.994017055673468 1.07561596338525 0.0965520718096253 23481 "Concentration of Chylomicrons and Extremely Large VLDL Particles" "Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XXL_VLDL_P_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"746" "XXL_VLDL_PL" 1.03626825546068 0.996154702992049 1.07799711636165 0.0769452530397615 23483 "Phospholipids in Chylomicrons and Extremely Large VLDL" "Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XXL_VLDL_PL_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"747" "XXL_VLDL_PL_pct" 1.02306737207019 0.979117553722715 1.06898997348691 0.30869550743906 23579 "Phospholipids to Total Lipids in Chylomicrons and Extremely Large VLDL percentage" "Chylomicrons and extremely large VLDL ratios" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XXL_VLDL_PL_pct_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"748" "XXL_VLDL_TG" 1.03259064652548 0.992554071538876 1.07424217366695 0.111938975909611 23487 "Triglycerides in Chylomicrons and Extremely Large VLDL" "Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XXL_VLDL_TG_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"749" "XXL_VLDL_TG_pct" 0.981451779642342 0.941537227216879 1.02305842819451 0.376794654632927 23583 "Triglycerides to Total Lipids in Chylomicrons and Extremely Large VLDL percentage" "Chylomicrons and extremely large VLDL ratios" "BC" "Raw" "All_control_except_phenotype" "IAtlas120" "XXL_VLDL_TG_pct_IAtlas120_BC_Raw" "IAtlas120_BC_Raw" "not-sig"
"750" "Acetate" 0.994805543493222 0.972116836602096 1.01802379313169 0.658176403440156 23475 "Acetate" "Ketone bodies" "BC" "Raw" "All_control_except_phenotype" "UKBB" "Acetate_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"751" "Acetoacetate" 1.04388595602197 1.02383804015259 1.06432643293612 0.0000141811899249843 23476 "Acetoacetate" "Ketone bodies" "BC" "Raw" "All_control_except_phenotype" "UKBB" "Acetoacetate_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"752" "Acetone" 1.02839447752194 1.00901576427722 1.04814536981511 0.00391805652683995 23477 "Acetone" "Ketone bodies" "BC" "Raw" "All_control_except_phenotype" "UKBB" "Acetone_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"753" "Ala" 1.00523219432512 0.983615158801589 1.02732431018942 0.638000265608741 20281 "Alanine" "Amino acids" "BC" "Raw" "All_control_except_phenotype" "UKBB" "Ala_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"754" "Albumin" 0.958381912280863 0.937809005704672 0.979406130885855 0.00012331661314284 23479 "Albumin" "Fluid balance" "BC" "Raw" "All_control_except_phenotype" "UKBB" "Albumin_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"755" "ApoA1" 0.9883631073237 0.967005486879282 1.01019243962212 0.293647436192778 23440 "Apolipoprotein A1" "Apolipoproteins" "BC" "Raw" "All_control_except_phenotype" "UKBB" "ApoA1_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"756" "ApoB" 1.01073361363384 0.988633583432598 1.03332767048265 0.343888038826286 23439 "Apolipoprotein B" "Apolipoproteins" "BC" "Raw" "All_control_except_phenotype" "UKBB" "ApoB_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"757" "ApoB_by_ApoA1" 1.0181580184879 0.996266242574453 1.04053084036292 0.104663371452386 23441 "Apolipoprotein B to Apolipoprotein A1 ratio" "Apolipoproteins" "BC" "Raw" "All_control_except_phenotype" "UKBB" "ApoB_by_ApoA1_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"758" "bOHbutyrate" 1.03664612578429 1.01583297783622 1.05788570911787 0.000505110042794443 23474 "3-Hydroxybutyrate" "Ketone bodies" "BC" "Raw" "All_control_except_phenotype" "UKBB" "bOHbutyrate_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"759" "Cholines" 1.00283414406626 0.980786858866038 1.02537703417831 0.802956062226219 23436 "Total Cholines" "Other lipids" "BC" "Raw" "All_control_except_phenotype" "UKBB" "Cholines_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"760" "Citrate" 0.995464523163891 0.973616162018485 1.01780317083428 0.688073096609466 23473 "Citrate" "Glycolysis related metabolites" "BC" "Raw" "All_control_except_phenotype" "UKBB" "Citrate_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"761" "Clinical_LDL_C" 1.00303042404136 0.981140960249836 1.0254082464322 0.788101952658884 23404 "Clinical LDL Cholesterol" "Cholesterol" "BC" "Raw" "All_control_except_phenotype" "UKBB" "Clinical_LDL_C_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"762" "Corrected_Ala" 1.00525946685854 0.983638163949485 1.02735602658114 0.636312196624347 NA NA NA "BC" "Raw" "All_control_except_phenotype" "UKBB" "Corrected_Ala_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"763" "Creatinine" 1.00692670101521 0.98514519499556 1.02918979493368 0.536147401139439 23478 "Creatinine" "Fluid balance" "BC" "Raw" "All_control_except_phenotype" "UKBB" "Creatinine_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"764" "DHA" 0.989005296385612 0.967150450746661 1.01135399929106 0.332195692411081 23450 "Docosahexaenoic Acid" "Fatty acids" "BC" "Raw" "All_control_except_phenotype" "UKBB" "DHA_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"765" "DHA_pct" 0.975057583226812 0.954033748989483 0.996544715126837 0.0231354299387288 23457 "Docosahexaenoic Acid to Total Fatty Acids percentage" "Fatty acid ratios" "BC" "Raw" "All_control_except_phenotype" "UKBB" "DHA_pct_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"766" "Gln" 0.950482889844923 0.929922726608553 0.971497628822061 0.0000053244390051691 23461 "Glutamine" "Amino acids" "BC" "Raw" "All_control_except_phenotype" "UKBB" "Gln_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"767" "Glucose" 1.0160816489162 0.993993656090975 1.03866046924727 0.154818366575078 20280 "Glucose" "Glycolysis related metabolites" "BC" "Raw" "All_control_except_phenotype" "UKBB" "Glucose_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"768" "Glucose_Lactate" 1.03080451535784 1.00912960336095 1.05294497886418 0.00513971344201389 NA NA NA "BC" "Raw" "All_control_except_phenotype" "UKBB" "Glucose_Lactate_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"769" "Gly" 0.953720203590936 0.932929462689728 0.974974275241689 0.0000251236932000909 23462 "Glycine" "Amino acids" "BC" "Raw" "All_control_except_phenotype" "UKBB" "Gly_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"770" "GlycA" 1.04871274128184 1.02582663383234 1.07210943589774 0.0000238973051099583 23480 "Glycoprotein Acetyls" "Inflammation" "BC" "Raw" "All_control_except_phenotype" "UKBB" "GlycA_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"771" "HDL_C" 0.976177514882128 0.955131697513656 0.997687065607854 0.0301435778647085 23406 "HDL Cholesterol" "Cholesterol" "BC" "Raw" "All_control_except_phenotype" "UKBB" "HDL_C_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"772" "HDL_C_pct" 0.963128127277044 0.942685971287903 0.984013571650877 0.000598525958897461 NA NA NA "BC" "Raw" "All_control_except_phenotype" "UKBB" "HDL_C_pct_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"773" "HDL_CE" 0.974892806850328 0.953885090701252 0.996363182644787 0.022150927684768 23418 "Cholesteryl Esters in HDL" "Cholesteryl esters" "BC" "Raw" "All_control_except_phenotype" "UKBB" "HDL_CE_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"774" "HDL_CE_pct" 0.962927625331602 0.942559985566425 0.983735386421635 0.000533519974369077 NA NA NA "BC" "Raw" "All_control_except_phenotype" "UKBB" "HDL_CE_pct_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"775" "HDL_CE_pct_C" 0.973976050178768 0.953351022038659 0.995047285199603 0.0157516125311898 NA NA NA "BC" "Raw" "All_control_except_phenotype" "UKBB" "HDL_CE_pct_C_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"776" "HDL_FC" 0.981744181307726 0.960489100462627 1.00346962507679 0.0989806687534983 23422 "Free Cholesterol in HDL" "Free cholesterol" "BC" "Raw" "All_control_except_phenotype" "UKBB" "HDL_FC_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"777" "HDL_FC_by_CE" 1.02671741787958 1.00497863710814 1.04892643211866 0.015743768599314 NA NA NA "BC" "Raw" "All_control_except_phenotype" "UKBB" "HDL_FC_by_CE_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"778" "HDL_FC_pct" 0.982505709793002 0.961385226389952 1.00409018495184 0.111426607037122 NA NA NA "BC" "Raw" "All_control_except_phenotype" "UKBB" "HDL_FC_pct_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"779" "HDL_FC_pct_C" 1.02612844006437 1.0040614515629 1.04868041081546 0.0200512975303477 NA NA NA "BC" "Raw" "All_control_except_phenotype" "UKBB" "HDL_FC_pct_C_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"780" "HDL_L" 0.984113620304876 0.962882923612854 1.00581243463714 0.150114194985825 23426 "Total Lipids in HDL" "Total lipids" "BC" "Raw" "All_control_except_phenotype" "UKBB" "HDL_L_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"781" "HDL_P" 0.993967585071329 0.972440143039273 1.01597159192206 0.588087505025936 23430 "Concentration of HDL Particles" "Lipoprotein particle concentrations" "BC" "Raw" "All_control_except_phenotype" "UKBB" "HDL_P_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"782" "HDL_PL" 0.989237291277816 0.967897348399793 1.0110477315312 0.330793009903035 23414 "Phospholipids in HDL" "Phospholipids" "BC" "Raw" "All_control_except_phenotype" "UKBB" "HDL_PL_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"783" "HDL_PL_pct" 1.04357201830867 1.02134406378225 1.06628372946514 0.000103364019561842 NA NA NA "BC" "Raw" "All_control_except_phenotype" "UKBB" "HDL_PL_pct_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"784" "HDL_size" 0.969195835081286 0.948207939243532 0.990648282789433 0.00509259160825833 23433 "Average Diameter for HDL Particles" "Lipoprotein particle sizes" "BC" "Raw" "All_control_except_phenotype" "UKBB" "HDL_size_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"785" "HDL_TG" 1.02831461552071 1.00615671583774 1.05096048344026 0.0119974674946563 23410 "Triglycerides in HDL" "Triglycerides" "BC" "Raw" "All_control_except_phenotype" "UKBB" "HDL_TG_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"786" "HDL_TG_pct" 1.03444442606539 1.01200783001677 1.05737844992764 0.00247121902389844 NA NA NA "BC" "Raw" "All_control_except_phenotype" "UKBB" "HDL_TG_pct_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"787" "His" 0.966852819708796 0.94498601036251 0.989225623160543 0.00387587825324464 23463 "Histidine" "Amino acids" "BC" "Raw" "All_control_except_phenotype" "UKBB" "His_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"788" "IDL_C" 0.997845621423322 0.976133286768237 1.02004090803032 0.847629411317511 23526 "Cholesterol in IDL" "IDL (average diameter 28.6 nm)" "BC" "Raw" "All_control_except_phenotype" "UKBB" "IDL_C_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"789" "IDL_C_pct" 0.978838677683863 0.95803905467175 1.00008987343232 0.0509663354623603 23610 "Cholesterol to Total Lipids in IDL percentage" "IDL ratios" "BC" "Raw" "All_control_except_phenotype" "UKBB" "IDL_C_pct_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"790" "IDL_CE" 0.997739165375286 0.976048112473411 1.01991226600614 0.840051518407957 23527 "Cholesteryl Esters in IDL" "IDL (average diameter 28.6 nm)" "BC" "Raw" "All_control_except_phenotype" "UKBB" "IDL_CE_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"791" "IDL_CE_pct" 0.981710495252692 0.960699889893655 1.00318060471098 0.0944701463735944 23611 "Cholesteryl Esters to Total Lipids in IDL percentage" "IDL ratios" "BC" "Raw" "All_control_except_phenotype" "UKBB" "IDL_CE_pct_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"792" "IDL_CE_pct_C" 1.00152624624129 0.979923290992952 1.02360545068153 0.890970045980524 NA NA NA "BC" "Raw" "All_control_except_phenotype" "UKBB" "IDL_CE_pct_C_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"793" "IDL_FC" 0.998006145031408 0.976253219437189 1.0202437704581 0.859110663974628 23528 "Free Cholesterol in IDL" "IDL (average diameter 28.6 nm)" "BC" "Raw" "All_control_except_phenotype" "UKBB" "IDL_FC_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"794" "IDL_FC_by_CE" 0.998473476960316 0.976936176469545 1.02048558360895 0.890785846823765 NA NA NA "BC" "Raw" "All_control_except_phenotype" "UKBB" "IDL_FC_by_CE_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"795" "IDL_FC_pct" 0.984493837387385 0.963485914098271 1.00595981910212 0.155600406385755 23612 "Free Cholesterol to Total Lipids in IDL percentage" "IDL ratios" "BC" "Raw" "All_control_except_phenotype" "UKBB" "IDL_FC_pct_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"796" "IDL_FC_pct_C" 0.999022670446588 0.97749061444613 1.02102903221403 0.929911160855695 NA NA NA "BC" "Raw" "All_control_except_phenotype" "UKBB" "IDL_FC_pct_C_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"797" "IDL_L" 1.00193853342132 0.980048093077174 1.02431792056495 0.863571070100927 23524 "Total Lipids in IDL" "IDL (average diameter 28.6 nm)" "BC" "Raw" "All_control_except_phenotype" "UKBB" "IDL_L_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"798" "IDL_P" 1.00754903469507 0.985674530130869 1.02990898748311 0.501872782973105 23523 "Concentration of IDL Particles" "IDL (average diameter 28.6 nm)" "BC" "Raw" "All_control_except_phenotype" "UKBB" "IDL_P_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"799" "IDL_PL" 1.00072628071398 0.978874917371127 1.02306543066926 0.948609135336388 23525 "Phospholipids in IDL" "IDL (average diameter 28.6 nm)" "BC" "Raw" "All_control_except_phenotype" "UKBB" "IDL_PL_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"800" "IDL_PL_pct" 0.994919487903292 0.973571752186768 1.01673532041823 0.645335270460054 23609 "Phospholipids to Total Lipids in IDL percentage" "IDL ratios" "BC" "Raw" "All_control_except_phenotype" "UKBB" "IDL_PL_pct_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"801" "IDL_TG" 1.03610033293157 1.01378078034211 1.05891127620179 0.00141403611685908 23529 "Triglycerides in IDL" "IDL (average diameter 28.6 nm)" "BC" "Raw" "All_control_except_phenotype" "UKBB" "IDL_TG_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"802" "IDL_TG_pct" 1.03361975410813 1.01154476304633 1.05617648878443 0.00268135447709895 23613 "Triglycerides to Total Lipids in IDL percentage" "IDL ratios" "BC" "Raw" "All_control_except_phenotype" "UKBB" "IDL_TG_pct_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"803" "Ile" 1.02791235551101 1.0063563348045 1.04993010335395 0.0108987344516587 23465 "Isoleucine" "Branched-chain amino acids" "BC" "Raw" "All_control_except_phenotype" "UKBB" "Ile_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"804" "L_HDL_C" 0.968861759107756 0.94789055193137 0.990296934966538 0.00460740503410745 23561 "Cholesterol in Large HDL" "Large HDL (average diameter 12.1 nm)" "BC" "Raw" "All_control_except_phenotype" "UKBB" "L_HDL_C_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"805" "L_HDL_C_pct" 0.981114531500626 0.961628905129756 1.00099499795278 0.0624905835650407 23635 "Cholesterol to Total Lipids in Large HDL percentage" "Large HDL ratios" "BC" "Raw" "All_control_except_phenotype" "UKBB" "L_HDL_C_pct_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"806" "L_HDL_CE" 0.967826578379518 0.946860107581082 0.989257313005549 0.00342771903491294 23562 "Cholesteryl Esters in Large HDL" "Large HDL (average diameter 12.1 nm)" "BC" "Raw" "All_control_except_phenotype" "UKBB" "L_HDL_CE_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"807" "L_HDL_CE_pct" 0.977125388611553 0.957664738825566 0.996981497136637 0.024165180499301 23636 "Cholesteryl Esters to Total Lipids in Large HDL percentage" "Large HDL ratios" "BC" "Raw" "All_control_except_phenotype" "UKBB" "L_HDL_CE_pct_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"808" "L_HDL_CE_pct_C" 0.982104286398934 0.967393465744044 0.997038809458277 0.0190223516485926 NA NA NA "BC" "Raw" "All_control_except_phenotype" "UKBB" "L_HDL_CE_pct_C_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"809" "L_HDL_FC" 0.972613580182937 0.951509867358461 0.99418535614607 0.0131016215253086 23563 "Free Cholesterol in Large HDL" "Large HDL (average diameter 12.1 nm)" "BC" "Raw" "All_control_except_phenotype" "UKBB" "L_HDL_FC_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"810" "L_HDL_FC_by_CE" 1.01366889333389 1.00108482726032 1.0264111465207 0.0331652241755864 NA NA NA "BC" "Raw" "All_control_except_phenotype" "UKBB" "L_HDL_FC_by_CE_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"811" "L_HDL_FC_pct" 1.00287223274287 0.981134571900854 1.02509150529485 0.797546370244225 23637 "Free Cholesterol to Total Lipids in Large HDL percentage" "Large HDL ratios" "BC" "Raw" "All_control_except_phenotype" "UKBB" "L_HDL_FC_pct_UKBB_BC_Raw" "UKBB_BC_Raw" "not-sig"
"812" "L_HDL_FC_pct_C" 1.03606982491414 1.01344478954932 1.05919996152428 0.0016580599942341 NA NA NA "BC" "Raw" "All_control_except_phenotype" "UKBB" "L_HDL_FC_pct_C_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
"813" "L_HDL_L" 0.972216581751244 0.951233064301657 0.993662980508347 0.0113735864776288 23559 "Total Lipids in Large HDL" "Large HDL (average diameter 12.1 nm)" "BC" "Raw" "All_control_except_phenotype" "UKBB" "L_HDL_L_UKBB_BC_Raw" "UKBB_BC_Raw" "sig"
