"Biomarker","Description","Phenotype","HUNT_all","UKBB","HUNT_reduced","Analysis_type","Design","key"
"LDL_PL","Phospholipids in LDL","BC_postmeno","1.001(95% CI:0.848-1.183; P=0.9871977005)","1.033(95% CI:1.007-1.06; P=0.0131668178)","1.005(95% CI:0.844-1.197; P=0.9533396808)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"LDL_TG","Triglycerides in LDL","BC_postmeno","1.114(95% CI:0.947-1.312; P=0.1920004445)","1.044(95% CI:1.017-1.071; P=0.0011479413)","1.122(95% CI:0.949-1.326; P=0.1766441087)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Leu","Leucine","BC_postmeno","1.081(95% CI:0.932-1.255; P=0.3031003484)","1.028(95% CI:1.002-1.054; P=0.033706985)","1.139(95% CI:0.969-1.339; P=0.1136314615)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_HDL_C","Cholesterol in Medium HDL","BC_postmeno","0.988(95% CI:0.836-1.167; P=0.8853816169)","0.996(95% CI:0.968-1.024; P=0.7518688181)","0.939(95% CI:0.784-1.127; P=0.5004003293)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_HDL_CE","Cholesteryl Esters in Medium HDL","BC_postmeno","0.982(95% CI:0.832-1.158; P=0.8258271875)","0.994(95% CI:0.967-1.022; P=0.6713500547)","0.933(95% CI:0.779-1.119; P=0.4567460843)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_HDL_FC","Free Cholesterol in Medium HDL","BC_postmeno","1.009(95% CI:0.851-1.196; P=0.9196273585)","1.004(95% CI:0.976-1.032; P=0.7952964633)","0.957(95% CI:0.797-1.148; P=0.6325974724)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_HDL_PL","Phospholipids in Medium HDL","BC_postmeno","1.017(95% CI:0.858-1.206; P=0.8474991525)","1.009(95% CI:0.982-1.037; P=0.5275179474)","0.999(95% CI:0.836-1.193; P=0.9883992923)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_HDL_TG","Triglycerides in Medium HDL","BC_postmeno","1.062(95% CI:0.903-1.25; P=0.4665225449)","1.032(95% CI:1.005-1.059; P=0.018727976)","1.104(95% CI:0.935-1.304; P=0.2423857924)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_LDL_C","Cholesterol in Medium LDL","BC_postmeno","1.009(95% CI:0.855-1.192; P=0.9128761124)","1.039(95% CI:1.012-1.066; P=0.0043192975)","1.034(95% CI:0.867-1.232; P=0.7106562673)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_LDL_CE","Cholesteryl Esters in Medium LDL","BC_postmeno","1.02(95% CI:0.864-1.204; P=0.8157106555)","1.042(95% CI:1.015-1.069; P=0.002116525)","1.053(95% CI:0.883-1.257; P=0.5626335118)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_LDL_FC","Free Cholesterol in Medium LDL","BC_postmeno","0.975(95% CI:0.83-1.145; P=0.7549854202)","1.027(95% CI:1.001-1.053; P=0.0432612603)","0.976(95% CI:0.822-1.158; P=0.7788310665)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_LDL_PL","Phospholipids in Medium LDL","BC_postmeno","1.01(95% CI:0.856-1.191; P=0.9047179045)","1.035(95% CI:1.008-1.062; P=0.0095623815)","1.028(95% CI:0.864-1.225; P=0.7533910225)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_LDL_TG","Triglycerides in Medium LDL","BC_postmeno","1.117(95% CI:0.955-1.308; P=0.1665413998)","1.043(95% CI:1.017-1.07; P=0.0012306903)","1.132(95% CI:0.962-1.333; P=0.1354882211)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_VLDL_C","Cholesterol in Medium VLDL","BC_postmeno","0.983(95% CI:0.835-1.156; P=0.833846559)","1.031(95% CI:1.005-1.057; P=0.0203769518)","0.998(95% CI:0.84-1.186; P=0.9822422821)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_VLDL_CE","Cholesteryl Esters in Medium VLDL","BC_postmeno","0.958(95% CI:0.817-1.124; P=0.5984042304)","1.024(95% CI:0.998-1.05; P=0.0686226102)","0.96(95% CI:0.81-1.139; P=0.6428153251)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_VLDL_FC","Free Cholesterol in Medium VLDL","BC_postmeno","1.012(95% CI:0.86-1.191; P=0.8855144336)","1.038(95% CI:1.011-1.065; P=0.0047276814)","1.045(95% CI:0.879-1.243; P=0.6182638767)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_VLDL_PL","Phospholipids in Medium VLDL","BC_postmeno","1.033(95% CI:0.877-1.216; P=0.7014607913)","1.038(95% CI:1.012-1.066; P=0.0043768783)","1.071(95% CI:0.9-1.276; P=0.4394787005)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"M_VLDL_TG","Triglycerides in Medium VLDL","BC_postmeno","1.105(95% CI:0.943-1.294; P=0.2157521638)","1.041(95% CI:1.014-1.068; P=0.0030263152)","1.186(95% CI:0.999-1.407; P=0.0512507592)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"MUFA","Monounsaturated Fatty Acids","BC_postmeno","1.118(95% CI:0.942-1.326; P=0.2023453989)","1.057(95% CI:1.029-1.086; P=0.0000618842)","1.162(95% CI:0.972-1.389; P=0.0993803227)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"non_HDL_C","Total Cholesterol Minus HDL-C","BC_postmeno","1.003(95% CI:0.845-1.19; P=0.9738479193)","1.036(95% CI:1.009-1.064; P=0.0075977187)","1.009(95% CI:0.846-1.204; P=0.916624714)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Omega_3","Omega-3 Fatty Acids","BC_postmeno","0.992(95% CI:0.834-1.181; P=0.9304587271)","1.034(95% CI:1.007-1.062; P=0.0122269425)","0.977(95% CI:0.814-1.172; P=0.800608794)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Omega_6","Omega-6 Fatty Acids","BC_postmeno","1.04(95% CI:0.872-1.24; P=0.6654406686)","1.034(95% CI:1.007-1.062; P=0.0133139613)","1.054(95% CI:0.879-1.263; P=0.5715518865)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Phe","Phenylalanine","BC_postmeno","1.079(95% CI:0.915-1.273; P=0.3660090533)","0.987(95% CI:0.962-1.013; P=0.3180508037)","1.081(95% CI:0.904-1.293; P=0.3913943111)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Phosphatidylc","Phosphatidylcholines","BC_postmeno","1.043(95% CI:0.866-1.256; P=0.6550452539)","1.029(95% CI:1.001-1.058; P=0.0416296495)","1.031(95% CI:0.859-1.237; P=0.7462879893)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Phosphoglyc","Phosphoglycerides","BC_postmeno","1.043(95% CI:0.867-1.253; P=0.6569898704)","1.035(95% CI:1.007-1.063; P=0.0145002201)","1.034(95% CI:0.861-1.241; P=0.7216425755)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"PUFA","Polyunsaturated Fatty Acids","BC_postmeno","1.031(95% CI:0.858-1.239; P=0.7467013947)","1.039(95% CI:1.011-1.067; P=0.0055279155)","1.038(95% CI:0.863-1.248; P=0.6941073318)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Pyruvate","Pyruvate","BC_postmeno","1.166(95% CI:1.017-1.337; P=0.0276374232)","1.015(95% CI:0.988-1.043; P=0.2720519177)","1.22(95% CI:1.053-1.413; P=0.0079987955)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Remnant_C","Remnant Cholesterol (Non-HDL and Non-LDL -Cholesterol)","BC_postmeno","1.01(95% CI:0.851-1.198; P=0.9118260324)","1.037(95% CI:1.01-1.064; P=0.0065313367)","1.015(95% CI:0.851-1.211; P=0.866941877)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_HDL_C","Cholesterol in Small HDL","BC_postmeno","0.966(95% CI:0.818-1.141; P=0.6834312801)","1.022(95% CI:0.995-1.049; P=0.1096179101)","1.013(95% CI:0.848-1.21; P=0.890087512)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_HDL_CE","Cholesteryl Esters in Small HDL","BC_postmeno","0.948(95% CI:0.807-1.114; P=0.5176417003)","1.017(95% CI:0.991-1.044; P=0.2068751062)","0.999(95% CI:0.839-1.19; P=0.9949173671)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_HDL_FC","Free Cholesterol in Small HDL","BC_postmeno","1.029(95% CI:0.86-1.23; P=0.7558294812)","1.032(95% CI:1.005-1.061; P=0.0202836534)","1.041(95% CI:0.868-1.249; P=0.6659027353)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_HDL_PL","Phospholipids in Small HDL","BC_postmeno","1.011(95% CI:0.849-1.205; P=0.9022268866)","1.032(95% CI:1.004-1.06; P=0.0233797824)","1.077(95% CI:0.899-1.291; P=0.4208340315)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_HDL_TG","Triglycerides in Small HDL","BC_postmeno","1.08(95% CI:0.922-1.266; P=0.3392567611)","1.04(95% CI:1.013-1.068; P=0.0037402398)","1.148(95% CI:0.969-1.358; P=0.1100571372)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_LDL_C","Cholesterol in Small LDL","BC_postmeno","1.015(95% CI:0.862-1.196; P=0.8578212666)","1.035(95% CI:1.009-1.062; P=0.0088983548)","1.031(95% CI:0.867-1.226; P=0.7306826095)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_LDL_CE","Cholesteryl Esters in Small LDL","BC_postmeno","1.025(95% CI:0.87-1.208; P=0.7665391924)","1.038(95% CI:1.012-1.065; P=0.0042119668)","1.049(95% CI:0.882-1.248; P=0.5887618567)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_LDL_FC","Free Cholesterol in Small LDL","BC_postmeno","0.981(95% CI:0.836-1.15; P=0.8099371916)","1.022(95% CI:0.997-1.048; P=0.0882032809)","0.977(95% CI:0.824-1.157; P=0.7847362616)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_LDL_PL","Phospholipids in Small LDL","BC_postmeno","1.035(95% CI:0.879-1.218; P=0.6781947555)","1.033(95% CI:1.008-1.06; P=0.0109357339)","1.033(95% CI:0.87-1.227; P=0.7119392543)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_LDL_TG","Triglycerides in Small LDL","BC_postmeno","1.11(95% CI:0.956-1.289; P=0.1708120352)","1.041(95% CI:1.015-1.068; P=0.0016439373)","1.147(95% CI:0.979-1.344; P=0.0886608892)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_VLDL_C","Cholesterol in Small VLDL","BC_postmeno","1.003(95% CI:0.85-1.183; P=0.9693185685)","1.038(95% CI:1.012-1.066; P=0.0044642277)","1.034(95% CI:0.867-1.232; P=0.710075785)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_VLDL_CE","Cholesteryl Esters in Small VLDL","BC_postmeno","1.004(95% CI:0.851-1.184; P=0.9629335988)","1.039(95% CI:1.012-1.066; P=0.0041421073)","1.038(95% CI:0.871-1.237; P=0.6791196823)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_VLDL_FC","Free Cholesterol in Small VLDL","BC_postmeno","1.001(95% CI:0.85-1.178; P=0.9927389913)","1.036(95% CI:1.01-1.063; P=0.0061662998)","1.026(95% CI:0.862-1.221; P=0.7723476209)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_VLDL_PL","Phospholipids in Small VLDL","BC_postmeno","1.027(95% CI:0.871-1.211; P=0.7517733886)","1.041(95% CI:1.014-1.068; P=0.002375084)","1.061(95% CI:0.891-1.264; P=0.5043146433)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"S_VLDL_TG","Triglycerides in Small VLDL","BC_postmeno","1.11(95% CI:0.949-1.299; P=0.1923277176)","1.043(95% CI:1.016-1.07; P=0.0017032763)","1.171(95% CI:0.989-1.385; P=0.0662820233)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"SFA","Saturated Fatty Acids","BC_postmeno","1.105(95% CI:0.928-1.317; P=0.2621972617)","1.057(95% CI:1.029-1.086; P=0.0000517127)","1.129(95% CI:0.945-1.348; P=0.1806154478)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Sphingomyelins","Sphingomyelins","BC_postmeno","0.996(95% CI:0.839-1.182; P=0.9629104666)","1.029(95% CI:1.002-1.057; P=0.0335953761)","0.958(95% CI:0.802-1.145; P=0.6393728718)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Total_C","Total Cholesterol","BC_postmeno","1.002(95% CI:0.844-1.189; P=0.9835230187)","1.032(95% CI:1.005-1.059; P=0.0197743535)","0.989(95% CI:0.829-1.179; P=0.9003608056)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Total_CE","Total Esterified Cholesterol","BC_postmeno","0.998(95% CI:0.841-1.183; P=0.9786985162)","1.03(95% CI:1.003-1.057; P=0.0283319053)","0.982(95% CI:0.824-1.17; P=0.8356313787)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Total_FA","Total Fatty Acids","BC_postmeno","1.09(95% CI:0.909-1.306; P=0.3521580188)","1.055(95% CI:1.026-1.084; P=0.0001210995)","1.114(95% CI:0.928-1.337; P=0.2465681269)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Total_FC","Total Free Cholesterol","BC_postmeno","1.005(95% CI:0.847-1.191; P=0.9555227783)","1.035(95% CI:1.008-1.062; P=0.0094301327)","1(95% CI:0.839-1.193; P=0.9958283453)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Total_L","Total Lipids in Lipoprotein Particles","BC_postmeno","1.043(95% CI:0.873-1.247; P=0.642765365)","1.043(95% CI:1.016-1.071; P=0.0018333224)","1.051(95% CI:0.878-1.259; P=0.587470963)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Total_PL","Total Phospholipids in Lipoprotein Particles","BC_postmeno","1.034(95% CI:0.864-1.238; P=0.7121896096)","1.037(95% CI:1.01-1.066; P=0.0080443969)","1.025(95% CI:0.856-1.228; P=0.7875321684)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Total_TG","Total Triglycerides","BC_postmeno","1.113(95% CI:0.945-1.311; P=0.1996210448)","1.047(95% CI:1.019-1.075; P=0.0008040781)","1.178(95% CI:0.988-1.404; P=0.0680906127)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Tyr","Tyrosine","BC_postmeno","1.126(95% CI:0.967-1.31; P=0.1257182155)","1.013(95% CI:0.987-1.04; P=0.3141384988)","1.167(95% CI:0.991-1.374; P=0.0644708973)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Unsaturation","Degree of Unsaturation","BC_postmeno","0.899(95% CI:0.769-1.05; P=0.1789292603)","0.981(95% CI:0.955-1.008; P=0.1630758952)","0.858(95% CI:0.72-1.023; P=0.0876733485)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Val","Valine","BC_postmeno","1.092(95% CI:0.936-1.275; P=0.2620958856)","1.043(95% CI:1.016-1.071; P=0.0015227461)","1.163(95% CI:0.986-1.372; P=0.0725703041)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"VLDL_C","VLDL Cholesterol","BC_postmeno","1.027(95% CI:0.867-1.216; P=0.7616478585)","1.041(95% CI:1.014-1.069; P=0.0025972334)","1.063(95% CI:0.889-1.271; P=0.5025550594)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"VLDL_CE","Cholesteryl Esters in VLDL","BC_postmeno","1.012(95% CI:0.857-1.196; P=0.8864521199)","1.038(95% CI:1.011-1.065; P=0.0052400557)","1.041(95% CI:0.872-1.241; P=0.6587602275)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"VLDL_FC","Free Cholesterol in VLDL","BC_postmeno","1.048(95% CI:0.888-1.236; P=0.5819287112)","1.044(95% CI:1.017-1.071; P=0.0014191162)","1.097(95% CI:0.92-1.309; P=0.3013381395)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"VLDL_L","Total Lipids in VLDL","BC_postmeno","1.077(95% CI:0.907-1.278; P=0.3983762112)","1.048(95% CI:1.02-1.077; P=0.0006551752)","1.136(95% CI:0.947-1.364; P=0.1688357538)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"VLDL_PL","Phospholipids in VLDL","BC_postmeno","1.063(95% CI:0.9-1.256; P=0.4704110463)","1.044(95% CI:1.017-1.072; P=0.0014019178)","1.115(95% CI:0.934-1.331; P=0.2292996645)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"VLDL_TG","Triglycerides in VLDL","BC_postmeno","1.112(95% CI:0.947-1.305; P=0.19443957)","1.045(95% CI:1.017-1.073; P=0.0013315039)","1.188(95% CI:0.998-1.413; P=0.0523009841)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XL_HDL_C","Cholesterol in Very Large HDL","BC_postmeno","1.001(95% CI:0.848-1.181; P=0.9916761197)","0.985(95% CI:0.958-1.014; P=0.3059698905)","0.894(95% CI:0.739-1.082; P=0.2494771457)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XL_HDL_CE","Cholesteryl Esters in Very Large HDL","BC_postmeno","0.998(95% CI:0.846-1.178; P=0.9835024646)","0.984(95% CI:0.956-1.012; P=0.2675737166)","0.891(95% CI:0.736-1.078; P=0.2351426697)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XL_HDL_FC","Free Cholesterol in Very Large HDL","BC_postmeno","1.012(95% CI:0.859-1.193; P=0.8830762308)","0.991(95% CI:0.964-1.018; P=0.4990899489)","0.911(95% CI:0.756-1.097; P=0.3239887155)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XL_HDL_PL","Phospholipids in Very Large HDL","BC_postmeno","1.007(95% CI:0.853-1.188; P=0.9343122754)","0.984(95% CI:0.957-1.012; P=0.265216471)","0.901(95% CI:0.745-1.09; P=0.2831961877)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XL_HDL_TG","Triglycerides in Very Large HDL","BC_postmeno","1.093(95% CI:0.932-1.282; P=0.2724344912)","1.029(95% CI:1.004-1.056; P=0.0244080422)","1.083(95% CI:0.921-1.274; P=0.3332610336)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XL_VLDL_C","Cholesterol in Very Large VLDL","BC_postmeno","1.083(95% CI:0.925-1.267; P=0.3213005979)","1.039(95% CI:1.012-1.067; P=0.0039286779)","1.152(95% CI:0.972-1.366; P=0.1022950676)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XL_VLDL_CE","Cholesteryl Esters in Very Large VLDL","BC_postmeno","1.067(95% CI:0.91-1.251; P=0.4219204584)","1.038(95% CI:1.011-1.066; P=0.0049605419)","1.132(95% CI:0.953-1.345; P=0.1574925142)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XL_VLDL_FC","Free Cholesterol in Very Large VLDL","BC_postmeno","1.095(95% CI:0.941-1.275; P=0.2385873283)","1.039(95% CI:1.012-1.066; P=0.0043360115)","1.166(95% CI:0.99-1.374; P=0.0656463476)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XL_VLDL_PL","Phospholipids in Very Large VLDL","BC_postmeno","1.102(95% CI:0.948-1.281; P=0.2051515295)","1.038(95% CI:1.011-1.065; P=0.0050360325)","1.173(95% CI:0.997-1.38; P=0.0540590123)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XL_VLDL_TG","Triglycerides in Very Large VLDL","BC_postmeno","1.116(95% CI:0.962-1.293; P=0.1466076353)","1.038(95% CI:1.011-1.065; P=0.0049698986)","1.191(95% CI:1.014-1.398; P=0.0328608823)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XS_VLDL_C","Cholesterol in Very Small VLDL","BC_postmeno","0.983(95% CI:0.831-1.162; P=0.8399966923)","1.032(95% CI:1.006-1.058; P=0.0161272555)","0.975(95% CI:0.819-1.16; P=0.7722253964)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XS_VLDL_CE","Cholesteryl Esters in Very Small VLDL","BC_postmeno","0.973(95% CI:0.825-1.149; P=0.7498435201)","1.029(95% CI:1.003-1.055; P=0.0295697228)","0.96(95% CI:0.807-1.141; P=0.6426056669)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XS_VLDL_FC","Free Cholesterol in Very Small VLDL","BC_postmeno","1.003(95% CI:0.847-1.187; P=0.9718384266)","1.038(95% CI:1.012-1.065; P=0.0042602096)","1.006(95% CI:0.846-1.198; P=0.9423993556)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XS_VLDL_PL","Phospholipids in Very Small VLDL","BC_postmeno","1.027(95% CI:0.867-1.216; P=0.7590648551)","1.039(95% CI:1.012-1.066; P=0.0037348533)","1.035(95% CI:0.87-1.231; P=0.6962569483)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XS_VLDL_TG","Triglycerides in Very Small VLDL","BC_postmeno","1.08(95% CI:0.919-1.27; P=0.349745235)","1.041(95% CI:1.014-1.068; P=0.0024206396)","1.105(95% CI:0.936-1.305; P=0.2386745648)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XXL_VLDL_C","Cholesterol in Chylomicrons and Extremely Large VLDL","BC_postmeno","1.104(95% CI:0.955-1.277; P=0.1815481174)","1.036(95% CI:1.009-1.063; P=0.0074266194)","1.174(95% CI:1.002-1.375; P=0.0468763268)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XXL_VLDL_CE","Cholesteryl Esters in Chylomicrons and Extremely Large VLDL","BC_postmeno","1.111(95% CI:0.959-1.286; P=0.1609975767)","1.035(95% CI:1.009-1.062; P=0.0085930191)","1.179(95% CI:1.005-1.383; P=0.0427203447)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XXL_VLDL_FC","Free Cholesterol in Chylomicrons and Extremely Large VLDL","BC_postmeno","1.091(95% CI:0.946-1.257; P=0.2306949605)","1.035(95% CI:1.009-1.062; P=0.008184728)","1.158(95% CI:0.994-1.35; P=0.060456943)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XXL_VLDL_PL","Phospholipids in Chylomicrons and Extremely Large VLDL","BC_postmeno","1.098(95% CI:0.956-1.261; P=0.1864805135)","1.032(95% CI:1.007-1.059; P=0.0138515374)","1.158(95% CI:0.997-1.346; P=0.0543346815)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"XXL_VLDL_TG","Triglycerides in Chylomicrons and Extremely Large VLDL","BC_postmeno","1.12(95% CI:0.976-1.286; P=0.1074364356)","1.032(95% CI:1.006-1.059; P=0.0144929115)","1.172(95% CI:1.009-1.362; P=0.0373023128)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Acetate","Acetate","BC_premeno","0.937(95% CI:0.67-1.312; P=0.7060254341)","0.954(95% CI:0.891-1.021; P=0.1754182781)","0.797(95% CI:0.461-1.378; P=0.4164571934)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Acetoacetate","Acetoacetate","BC_premeno","1.076(95% CI:0.874-1.324; P=0.4902430147)","0.987(95% CI:0.942-1.034; P=0.5751753395)","1.09(95% CI:0.849-1.399; P=0.4984248144)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Acetone","Acetone","BC_premeno","1.006(95% CI:0.797-1.27; P=0.9600433213)","0.971(95% CI:0.926-1.019; P=0.2373729774)","1.048(95% CI:0.806-1.363; P=0.7253526614)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Ala","Alanine","BC_premeno","0.837(95% CI:0.659-1.061; P=0.1418107214)","1.011(95% CI:0.967-1.057; P=0.6330846394)","0.946(95% CI:0.708-1.263; P=0.704948108)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Albumin","Albumin","BC_premeno","0.881(95% CI:0.696-1.115; P=0.2904775075)","0.933(95% CI:0.891-0.977; P=0.0029451877)","1.003(95% CI:0.747-1.346; P=0.9847845118)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"ApoA1","Apolipoprotein A1","BC_premeno","0.984(95% CI:0.777-1.247; P=0.8958587755)","0.928(95% CI:0.884-0.974; P=0.0025749709)","1.093(95% CI:0.811-1.473; P=0.5600577663)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"ApoB","Apolipoprotein B","BC_premeno","0.94(95% CI:0.717-1.233; P=0.6551684031)","0.938(95% CI:0.893-0.986; P=0.0115369657)","1.012(95% CI:0.737-1.389; P=0.9427473326)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"bOHbutyrate","3-Hydroxybutyrate","BC_premeno","1.043(95% CI:0.851-1.278; P=0.6852378023)","0.998(95% CI:0.956-1.042; P=0.9418234851)","1.051(95% CI:0.82-1.347; P=0.6922162307)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Cholines","Total Cholines","BC_premeno","0.939(95% CI:0.734-1.202; P=0.6179155232)","0.917(95% CI:0.875-0.96; P=0.0002361386)","1.043(95% CI:0.774-1.405; P=0.7826621816)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Citrate","Citrate","BC_premeno","1.009(95% CI:0.885-1.151; P=0.893751285)","0.94(95% CI:0.896-0.987; P=0.0119964941)","1.016(95% CI:0.899-1.15; P=0.7957899314)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Clinical_LDL_C","Clinical LDL Cholesterol","BC_premeno","0.9(95% CI:0.697-1.163; P=0.4212543938)","0.936(95% CI:0.893-0.982; P=0.0064864496)","1.027(95% CI:0.755-1.396; P=0.866752361)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Creatinine","Creatinine","BC_premeno","0.881(95% CI:0.677-1.146; P=0.3440664999)","0.984(95% CI:0.934-1.037; P=0.5415069119)","0.903(95% CI:0.669-1.219; P=0.5034278796)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"DHA","Docosahexaenoic Acid","BC_premeno","0.791(95% CI:0.58-1.078; P=0.1379746495)","0.891(95% CI:0.844-0.941; P=0.0000349517)","0.896(95% CI:0.633-1.267; P=0.5333119109)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
"Gln","Glutamine","BC_premeno","0.926(95% CI:0.743-1.155; P=0.4956374273)","0.907(95% CI:0.869-0.947; P=0.0000097958)","1.185(95% CI:0.895-1.567; P=0.2355141103)","Adjusted","All_control_except_phenotype","Adjusted All_control_except_phenotype"
